, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019,Forecast Quantity board MT - OCT 2018,Forecast Quantity board MT - NOV 2018,Forecast Quantity board MT - DEC 2018,Forecast Quantity board MT - JAN 2019,Forecast Quantity board MT - FEB 2019,Forecast Quantity board MT - MAR 2019,Forecast Quantity board MT - APR 2019,Forecast Quantity board MT - MAY 2019,Forecast Quantity board MT - JUN 2019,Forecast Quantity board MT - JUL 2019,Forecast Quantity board MT - AUG 2019,Forecast Quantity board MT - SEP 2019,Forecast Quantity board MT - Q1 2019,Forecast Quantity board MT - Q2 2019,Forecast Quantity board MT - Q3 2019,Forecast Quantity board MT - Q4 2019,Forecast Quantity board MT - FY 2019,Average,Standarddeviation
2320, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  4x6 , 250   , X308A12A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001565,Exception,4001565,Yes,400,21,1565,1565,156.5,61.61,156.5,61.61,Y,85.9,3,,Trier,4.481146,4.741639,4.320673,4.742739,4.492137,5.830876,5.479155,5.580274,5.124136,4.753730,4.633925,4.628429,13.543459,15.065752,16.183565,14.016084,58.808859,4.900738,0.486930
2321, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  4x6 , 250   , X308A1MA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151565,Exception,4151565,Yes,415,22,1565,1565,156.5,61.61,156.5,61.61,Y,85.9,3,,Trier,3.873754,4.099542,3.735772,4.100683,3.884017,5.041468,4.736996,4.824802,4.430243,4.109806,4.007174,4.001473,11.709069,13.026168,13.992041,12.118453,50.845730,4.237144,0.421010
2323, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  4x6 , 250   , R294A72A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4001087,Std Sku,4001087,Yes,400,21,1087,1087,108.7,42.80,108.0,42.52,N,157.5,4,,Trier,2.854094,3.019264,2.751912,3.020664,2.861092,3.713541,3.489581,3.553969,3.262821,3.027663,2.950676,2.947877,8.625270,9.595297,10.306371,8.926216,37.453155,3.121096,0.310082
2325, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  4x5 , 250   , S148A2CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801401,Std Sku,3801395,No,380,20,1401,1395,139.5,54.92,139.5,54.92,Y,80.3,3,,Svitavy,1.419084,1.501741,1.368620,1.501741,1.422565,1.846289,1.734920,1.767112,1.622681,1.505221,1.467808,1.466068,4.289446,4.770594,5.124713,4.439098,18.623850,1.551988,0.154065
2327, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , CD ,  2x5 , 250   , T154A2BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501281,Std Sku,3501281,Yes,350,18,1281,1281,128.1,50.43,128.1,50.43,Y,111.3,6,,Trier,17.260164,18.262808,16.645114,18.267908,17.305043,22.460041,21.106523,21.495136,19.737705,18.309727,17.851755,17.826255,52.168086,58.032992,62.339364,53.987737,226.528179,18.877348,1.875588
2330, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  4x6 , 250   , X307A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801000,Fastrunner,3801000,Yes,380,20,1000,1000,100.0,39.37,100.0,39.37,Y,100.0,4,,Trier,1.979083,2.094037,1.908401,2.094814,1.984520,2.575604,2.420260,2.464533,2.263362,2.099474,2.046657,2.044327,5.981521,6.654937,7.148154,6.190458,25.975070,2.164589,0.215100
2332, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , CD ,  2x3 , 250   , V013A6BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501044,Fastrunner,3501043,No,350,18,1044,1043,104.3,41.06,103.9,40.91,N,120.6,6,,Trier,1.757449,1.859135,1.694458,1.860035,1.761949,2.286574,2.148893,2.188488,2.009413,1.864534,1.817741,1.815041,5.311042,5.908557,6.346794,5.497316,23.063709,1.921976,0.190913
2333, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  2x3 , 250   , X058A3CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801035,Exception,3801020,No,380,20,1035,1020,102.0,40.16,101.8,40.08,N,123.8,6,,Svitavy,0.333476,0.353092,0.321706,0.353092,0.334457,0.434499,0.408017,0.415864,0.381535,0.354073,0.345245,0.344265,1.008274,1.122048,1.205417,1.043583,4.379321,0.364943,0.036389
2338, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , CD ,  2x3 , 250   , X287A1BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501000,No,350,18,1020,1000,100.0,39.37,100.0,39.37,Y,100.0,4,,Svitavy,0.524388,0.554435,0.505788,0.554435,0.525819,0.681776,0.640998,0.652445,0.599505,0.555866,0.542273,0.541558,1.584611,1.762030,1.892948,1.639697,6.879286,0.573274,0.056802
2339, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , BM ,  2x3 , 330   , X300A2BA_350/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501419,Normal,3501419,Yes,350,18,1419,1419,141.9,55.87,139.8,55.04,N,90.0,5,,Trier,0.223841,0.236632,0.215618,0.236632,0.224755,0.291450,0.274091,0.278659,0.255818,0.237546,0.231150,0.231150,0.676092,0.752837,0.808569,0.699846,2.937344,0.244779,0.024408
2340, WestRock Pkg Sys France Sarl , Nestle EUR , NESTLE WATERS SUPPLY SUD , France , CP ,  2x3 , 200   , R183A1BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500988,Std Sku,3500988,Yes,350,18,988,988,98.8,38.90,94.0,37.01,N,133.5,15,,Bilbao,0.614282,0.650139,0.592580,0.650139,0.616170,0.799228,0.751104,0.765258,0.702981,0.652026,0.635985,0.635042,1.857001,2.065537,2.219343,1.923053,8.064935,0.672078,0.066657
2341, WestRock Pkg Sys France Sarl , Nestle EUR , NESTLE WATERS SUPPLY SUD , France , CP ,  2x2 , 330   , T070A4BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501272,Fastrunner,3501272,Yes,350,18,1272,1272,127.2,50.08,127.2,50.08,Y,100.5,18,,Bilbao,103.169116,109.165746,99.490841,109.192268,103.439819,134.254288,126.161534,128.485377,117.980071,109.444681,106.703808,106.554738,311.825703,346.886375,372.626982,322.703227,1354.042286,112.836857,11.212064
2342, WestRock Pkg Sys France Sarl , NINKASI FABRIQUES , NINKASI ENTREPRISES , FRANCE                , CC ,  1x3 , 330   , X235A1DA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4301276,Std Sku,4301276,Yes,430,23,1276,1276,127.6,50.24,126.0,49.61,N,59.2,14,,Trier,0.290137,0.307399,0.280178,0.307399,0.290801,0.377776,0.355202,0.361177,0.331965,0.308063,0.300096,0.300096,0.877714,0.975976,1.048344,0.908255,3.810289,0.317524,0.031515
2344, WestRock Pkg Sys France Sarl , Orangina Group EUR , LEUROPEENNE D'EMBOUTEILLAGE , France , CP ,  2x4 , 250   , X194A4DA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300945,Std Sku,4300945,Yes,430,23,945,945,94.5,37.20,92.9,36.57,N,117.2,8,,Trier,7.127521,7.542206,6.873453,7.544153,7.146016,9.274927,8.716173,8.876791,8.150605,7.561675,7.371854,7.362120,21.543180,23.965096,25.743569,22.295648,93.547493,7.795624,0.774546
2347, WestRock Pkg Sys France Sarl , PRODIS MAISON JOHANES BOUBEE , PRODIS MAISON JOHANES BOUBEE , France , CP ,  2x2 , 750   , I079B7EA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4651342,Std Sku,4651324,No,465,25,1342,1324,132.4,52.13,132.4,52.13,Y,80.1,8,,Bilbao,0.386059,0.408234,0.371947,0.408234,0.387066,0.501977,0.471737,0.479801,0.441498,0.409242,0.399162,0.398154,1.166239,1.297278,1.393036,1.206559,5.063112,0.421926,0.041823
2348, WestRock Pkg Sys France Sarl , BRASSERIE DES CIMES , BRASSERIE DES CIMES , FRANCE                , CP ,  1x3 , 330   , X223A2BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500928,Fastrunner,3500925,No,350,18,928,925,92.5,36.42,92.5,36.42,Y,48.0,5,,Trier,0.372271,0.393871,0.358930,0.393871,0.373224,0.484397,0.455175,0.463433,0.425634,0.394824,0.384977,0.384341,1.125072,1.251492,1.344242,1.164142,4.884949,0.407079,0.040443
2350, WestRock Pkg Sys France Sarl , SOCREMA , SOCREMA , Guadeloupe          , CP ,  2x2 , 250   , C063A9UA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200730,Std Sku,3200704,No,320,16,730,704,70.4,27.72,69.8,27.48,N,135.4,18,,Trier,0.270590,0.286801,0.261238,0.286801,0.271837,0.352266,0.331068,0.337302,0.309869,0.287424,0.279942,0.279942,0.818629,0.910904,0.978239,0.847309,3.555080,0.296257,0.029371
2355, WestRock Pkg Sys France Sarl , UNION DES VIGNERONS , UNION DES VIGNERONS , FRANCE                , CP ,  2x3 , 250   , K310A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801765,Fastrunner,3801765,Yes,380,20,1765,1765,88.2,34.72,82.8,32.60,N,134.4,12,,Bilbao,2.397581,2.536611,2.311953,2.537532,2.404026,3.119434,2.931605,2.985928,2.741934,2.543057,2.479526,2.475843,7.246146,8.060992,8.659467,7.498426,31.465030,2.622086,0.260497
2356, WestRock Pkg Sys France Sarl , UNION DES VIGNERONS , UNION DES VIGNERONS , FRANCE                , CP ,  2x2 , 250   , S129A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800965,Std Sku,3800965,Yes,380,20,965,965,96.5,37.99,96.2,37.85,N,134.7,21,,Bilbao,1.567945,1.659821,1.512416,1.659821,1.571984,2.040449,1.917275,1.952612,1.793091,1.663859,1.622465,1.619436,4.740182,5.272253,5.662978,4.905760,20.581173,1.715098,0.170269
2360, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x2 , 125   , K191B1GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901387,Yes,290,14,1387,1387,138.7,54.61,138.7,54.61,Y,76.8,22,,Bilbao,2.017379,2.134822,1.946029,2.135454,2.023061,2.625434,2.466948,2.512410,2.307199,2.140505,2.086835,2.083678,6.098230,6.783949,7.286557,6.311017,26.479753,2.206646,0.219144
2361, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x2 , 125   , K191B1GA_BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901387,Yes,290,14,1387,1387,138.7,54.61,138.7,54.61,Y,76.8,22,,Bilbao,1.120766,1.186433,1.080987,1.186433,1.123923,1.458574,1.370807,1.396064,1.281777,1.188959,1.159282,1.158020,3.388186,3.768931,4.048649,3.506261,14.712026,1.226002,0.121801
2367, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  6/6 , 125   , P233A6GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,98.6,38.82,N,105.0,14,,Bilbao,6.125083,6.480806,5.906756,6.482688,6.140768,7.970200,7.490256,7.627652,7.004039,6.497745,6.334627,6.325844,18.512646,20.593656,22.121947,19.158217,80.386466,6.698872,0.665586
2368, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  6/6 , 125   , P233A6GA_BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,98.6,38.82,N,105.0,14,,Bilbao,2.624946,2.778026,2.531467,2.778654,2.631847,3.416069,3.210289,3.269263,3.002000,2.784927,2.715288,2.711524,7.934439,8.826570,9.481551,8.211740,34.454300,2.871192,0.285286
2369, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  8/8 , 125   , P234A5GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,104.4,10,,Bilbao,8.769270,9.278909,8.456750,9.281404,8.792351,11.411654,10.723611,10.921353,10.028083,9.302613,9.069938,9.057462,26.504929,29.485408,31.673048,27.430013,115.093398,9.591117,0.953017
2370, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  8/8 , 125   , P234A5GA-B/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,104.4,10,,Bilbao,5.261687,5.567345,5.073926,5.569217,5.275410,6.847367,6.434416,6.552937,6.017099,5.581692,5.441963,5.434477,15.902958,17.691994,19.004452,16.458133,69.057536,5.754795,0.571918
2373, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x4 , 125   , T119A5GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,114.3,15,,Bilbao,8.889893,9.406883,8.573007,9.408932,8.913114,11.568403,10.871117,11.071219,10.166317,9.430786,9.194487,9.181511,26.869783,29.890448,32.108653,27.806784,116.675669,9.722972,0.966101
2374, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x4 , 125   , T119A5GA_BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,114.3,15,,Bilbao,0.818168,0.865974,0.788801,0.865974,0.820217,1.064711,1.000514,1.018954,0.935634,0.868023,0.846169,0.844803,2.472943,2.750902,2.955102,2.558994,10.737942,0.894829,0.088954
2375, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x4 , 125   , T119A5GA_PEFC/R , 01G Custom Kote FSC , 01G , MCB , Custom , FSC ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,114.3,15,,Bilbao,1.066760,1.128908,1.029198,1.129591,1.070175,1.388427,1.305108,1.329011,1.220422,1.131640,1.103639,1.102273,3.224866,3.588192,3.854541,3.337552,14.005151,1.167096,0.115963
2376, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  8/8 , 125   , T120A4GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,102.6,10,,Bilbao,4.787820,5.066139,4.617396,5.067365,4.800694,6.230909,5.855118,5.963012,5.475648,5.079013,4.952114,4.945371,14.471355,16.098968,17.293778,14.976497,62.840598,5.236716,0.520414
2377, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  8/8 , 125   , T120A4GA_BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,102.6,10,,Bilbao,1.436346,1.520332,1.385464,1.520332,1.440637,1.869150,1.756964,1.788842,1.642940,1.524010,1.486002,1.483550,4.342142,4.830120,5.188746,4.493562,18.854570,1.571214,0.156051
2378, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x4 , 125   , V183A2GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,117.6,15,,Bilbao,2.195117,2.323002,2.117122,2.323705,2.201441,2.857026,2.684873,2.734060,2.510613,2.328623,2.270302,2.267492,6.635241,7.382172,7.929546,6.866417,28.813376,2.401115,0.238649
2379, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x4 , 125   , V183A2GA-BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,117.6,15,,Bilbao,1.463646,1.548668,1.411649,1.549371,1.467862,1.904918,1.789681,1.822706,1.673742,1.552884,1.513535,1.511427,4.423963,4.922150,5.286130,4.577846,19.210089,1.600841,0.159045
2383, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x2 , 115   , X286A2GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901387,Yes,290,14,1387,1387,138.7,54.61,138.7,54.61,Y,78.8,22,,Bilbao,0.643973,0.681549,0.621298,0.682197,0.645917,0.838332,0.787798,0.802051,0.736618,0.683493,0.666649,0.665353,1.946821,2.166446,2.326467,2.015494,8.455229,0.704602,0.069965
2384, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x2 , 115   , X286A2GA_BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901387,Yes,290,14,1387,1387,138.7,54.61,138.7,54.61,Y,78.8,22,,Bilbao,1.311270,1.387717,1.264624,1.387717,1.314509,1.706465,1.603455,1.633257,1.499149,1.390957,1.355972,1.354029,3.963611,4.408691,4.735861,4.100958,17.209121,1.434093,0.142558
2385, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x2 , 100   , X291A2GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901387,Yes,290,14,1387,1387,138.7,54.61,138.7,54.61,Y,77.0,22,,Bilbao,1.797895,1.902984,1.733956,1.902984,1.802960,2.339796,2.198623,2.239139,2.056185,1.907415,1.859935,1.857403,5.434835,6.045740,6.493947,5.624754,23.599276,1.966606,0.195326
2386, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x2 , 100   , X291A2GA_BRA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901387,Std Sku,2901387,Yes,290,14,1387,1387,138.7,54.61,138.7,54.61,Y,77.0,22,,Bilbao,0.281079,0.297539,0.270950,0.297539,0.281712,0.365910,0.343753,0.350083,0.321595,0.298172,0.290575,0.290575,0.849569,0.945161,1.015431,0.879323,3.689484,0.307457,0.030593
2391, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  8/8 , 100   , X302A2GA/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.8,39.69,Y,100.8,10,,Bilbao,0.940765,0.995572,0.907639,0.996175,0.943776,1.224440,1.150961,1.172041,1.076278,0.997981,0.973288,0.972083,2.843976,3.164390,3.399280,2.943353,12.350999,1.029250,0.102267
2393, WestRock Pkg Sys France Sarl , Yeo International-EUR , YEO FRAIS , France , CP ,  2x4 , 125   , X305A1GA-B/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901008,Std Sku,2901008,Yes,290,14,1008,1008,100.8,39.69,100.5,39.57,N,112.6,15,,Bilbao,0.385507,0.408382,0.372051,0.408382,0.386853,0.501899,0.471624,0.480370,0.440676,0.409055,0.398963,0.398290,1.165940,1.297134,1.392670,1.206308,5.062052,0.421838,0.041882
2400, WestRock Pkg Sys France Sarl , Sodiaal EUR , YOPLAIT FRANCE SAS BOULOGNE , FRANCE                , MU ,  2x4 , 100   , X209A2UA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,135.6,53.39,N,77.6,16,,Trier,8.405715,8.894050,8.105412,8.896117,8.427066,10.937623,10.278472,10.467883,9.611746,8.916780,8.693619,8.681221,25.405177,28.260806,30.358102,26.291620,110.315705,9.192975,0.913388
2401, WestRock Pkg Sys France Sarl , Sodiaal EUR , YOPLAIT FRANCE SAS BOULOGNE , France , MU ,  2x2 , 100   , X210A2UA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200873,Std Sku,3200860,No,320,16,873,860,86.0,33.86,86.0,33.86,Y,114.4,30,,Trier,0.335269,0.354574,0.323686,0.355218,0.336556,0.436300,0.409916,0.417638,0.383532,0.355861,0.346852,0.346208,1.013528,1.128073,1.211086,1.048921,4.401609,0.366801,0.036365
2406, WestRock Pkg Sys France Sarl , CIDRERIE VIARD , CIDRERIE VIARD , FRANCE                , CP ,  2x3 , 250   , R188A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800914,Std Sku,3800910,No,380,20,914,910,91.0,35.83,89.0,35.04,N,116.8,10,,Bilbao,0.080905,0.085858,0.078428,0.085858,0.080905,0.105672,0.099067,0.100718,0.092463,0.085858,0.083382,0.083382,0.245191,0.272435,0.292248,0.252621,1.062496,0.088541,0.008851
2408, MeadWestvaco Enterprises GmbH , CREW Republic Brewery GmbH , CREW Republic Brewery GmbH , Germany , BM , 2x2 , 330   , 4790CM.011350/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501018,No,350,18,1020,1018,101.8,40.08,100.0,39.37,N,100.0,4,,Trier,0.297137,0.314616,0.286941,0.314616,0.297865,0.386715,0.363410,0.369965,0.340105,0.315344,0.307333,0.307333,0.898694,0.999196,1.073481,0.930010,3.901381,0.325115,0.032232
2409, MeadWestvaco Enterprises GmbH , Ottakringer Brauerei Ag-EUR , OTTAKRINGER BRAUEREI AG , Austria , CP , 2x3 , 500   , 4777CM/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4301394,Std Sku,4301394,Yes,430,23,1394,1394,139.4,54.88,138.2,54.41,N,76.5,7,,Svitavy,1.046015,1.106938,1.008523,1.106938,1.048826,1.360944,1.279400,1.302832,1.195981,1.109750,1.081632,1.080694,3.161476,3.516709,3.778212,3.272076,13.728473,1.144039,0.113681
2415, MeadWestvaco Enterprises GmbH , HEINEKEN Europe , HEINEKEN ITALIA SPA - FATTURAZIONE , Italy , CP ,,, MTC170401/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,92.7,36.50,N,104.0,10,,Svitavy,1.498731,1.585447,1.445013,1.586214,1.502568,1.949962,1.832550,1.866315,1.713603,1.590051,1.550147,1.547845,4.529191,5.038744,5.412468,4.688043,19.668446,1.639037,0.162808
2418, MeadWestvaco Enterprises GmbH , TERME DI CRODO SRL , TERME DI CRODO SRL , Italy , CP ,,, MPC111011/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201357,Std Sku,3201357,Yes,320,16,1357,1357,135.7,53.43,0.0,0.00,N,99.9,16,,Svitavy,5.194283,5.495760,5.008963,5.497534,5.207583,6.759306,6.351425,6.468469,5.939996,5.509947,5.372509,5.364529,15.699005,17.464423,18.759890,16.246985,68.170304,5.680859,0.564447
2419, MeadWestvaco Enterprises GmbH , RED BULL Europe ," RAUCH FRUCHTSAEFTE, RANKWEIL ", Austria , FM ,  2x6 , 250   , 4797CM/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501365,Fastrunner,3501365,Yes,350,18,1365,1365,136.5,53.74,0.0,0.00,N,101.6,6,,Svitavy,76.194778,80.622722,73.478284,80.643557,76.394199,99.152028,93.175345,94.891756,87.132188,80.830081,78.805112,78.694984,230.295783,256.189784,275.199289,238.330176,1000.015033,83.334586,8.280453
2421, MeadWestvaco Enterprises GmbH , HEINEKEN Europe , HEINEKEN GLOBAL PROC - BRAU UNION AT , Austria , BW , 2x3 , 330   , 4802/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501132,Std Sku,3501132,Yes,350,18,1132,1132,113.2,44.57,113.2,44.57,Y,98.6,4,,Svitavy,4.677585,4.949073,4.510699,4.950670,4.689562,6.086928,5.719621,5.825022,5.349119,4.961849,4.838082,4.830896,14.137356,15.727160,16.893762,14.630826,61.389105,5.115759,0.508299
2422, MeadWestvaco Enterprises GmbH , HEINEKEN Europe , HEINEKEN GLOBAL PROC - BRAU UNION AT , Austria , BW , 2x2 , 330   , 4804/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501132,Std Sku,3501132,Yes,350,18,1132,1132,113.2,44.57,113.2,44.57,Y,75.9,4,,Svitavy,3.038280,3.214688,2.930099,3.215917,3.046270,3.953513,3.715024,3.783866,3.474076,3.223293,3.142158,3.137855,9.183067,10.215701,10.972966,9.503306,39.875039,3.322920,0.330095
2427, MeadWestvaco Enterprises GmbH , Noem Ag-EUR ," NOEM AG, A-BADEN ", Austria , CP ,  1x2 , 125   , 4328.010290/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901339,Fastrunner,2901339,Yes,290,14,1339,1339,133.9,52.72,133.9,52.72,Y,86.6,27,,Svitavy,5.517351,5.838343,5.320769,5.839718,5.531785,7.180049,6.747019,6.871429,6.309865,5.853465,5.706372,5.698811,16.676463,18.551552,19.928312,17.258648,72.414975,6.034581,0.599649
2428, MeadWestvaco Enterprises GmbH , Noem Ag-EUR ," NOEM AG, A-BADEN ", Austria , CP ,  1x2/2 , 125   , 4397/R , 010 Custom Kote SFI , 010 , MCB , Custom , SFI ,,2901020,Std Sku,2901062,No,290,14,1020,1020,106.2,41.81,102.0,40.16,N,110.4,21,,Svitavy,6.461927,6.837216,6.231888,6.839301,6.478606,8.408566,7.901926,8.047177,7.389725,6.855285,6.683625,6.673896,19.531031,21.726473,23.338828,20.212806,84.809138,7.067428,0.702108
2431, MeadWestvaco Enterprises GmbH , HARBOES , DARGUNER BRAUEREI GMBH , Germany , CP ,  2x3 , 330   , 4808CM/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4000925,Std Sku,4000925,Yes,400,21,925,925,92.5,36.42,92.5,36.42,Y,136.2,10,,Svitavy,0.804472,0.851854,0.776660,0.851854,0.807562,1.047564,0.984731,1.002242,0.920868,0.853914,0.832283,0.831253,2.432986,2.706980,2.907841,2.517450,10.565257,0.880438,0.087494
2436, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , BW ,  2x3 , 275   , X316A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801330,Std Sku,3801326,No,380,20,1330,1326,132.6,52.20,132.0,51.97,N,88.7,5,,Trier,2.234540,2.364264,2.155061,2.365177,2.240935,2.907825,2.732424,2.782669,2.555195,2.370658,2.311278,2.308537,6.753864,7.513937,8.070288,6.990473,29.328563,2.444047,0.242692
