, Sales Org , European Customer , Sold to Customer , Ship To Country , Type , confi , size , Die Reference , Board Type , Board Item , WRK Filter , Grade , Certification , x , new Cal + width,Category,old Cal + width,Unchanged?,GSM,Caliper,new std width mm,std width mm,std width, Std Width Round (in) , optimum width , optimum width (in) , optimum std? ,repeat,NB ON, x ,producer 2019,Forecast Quantity board MT - OCT 2018,Forecast Quantity board MT - NOV 2018,Forecast Quantity board MT - DEC 2018,Forecast Quantity board MT - JAN 2019,Forecast Quantity board MT - FEB 2019,Forecast Quantity board MT - MAR 2019,Forecast Quantity board MT - APR 2019,Forecast Quantity board MT - MAY 2019,Forecast Quantity board MT - JUN 2019,Forecast Quantity board MT - JUL 2019,Forecast Quantity board MT - AUG 2019,Forecast Quantity board MT - SEP 2019,Forecast Quantity board MT - Q1 2019,Forecast Quantity board MT - Q2 2019,Forecast Quantity board MT - Q3 2019,Forecast Quantity board MT - Q4 2019,Forecast Quantity board MT - FY 2019,Average,Standarddeviation
2169, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , CP ,  2x5 , 250   , M438A3BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3500928,Fastrunner,3500925,No,350,18,928,925,92.5,36.42,92.0,36.22,N,151.9,9,,Trier,10.904308,11.537578,10.515299,11.540594,10.932454,14.189271,13.333854,13.579121,12.469390,11.566729,11.277234,11.262156,32.957186,36.662319,39.382365,34.106119,143.107988,11.925666,1.184892
2172, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , CP ,  2x3 , 500   , V002A3MA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,100.0,39.37,Y,152.6,10,,Trier,32.893136,34.805031,31.720369,34.814092,32.979864,42.804699,40.223576,40.965293,37.615270,34.894347,34.020597,33.972703,99.418535,110.598655,118.804140,102.887647,431.708977,35.975748,3.574818
2173, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , DD ,  4x6 , 250   , X079A2BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501074,Fastrunner,3501074,Yes,350,18,1074,1074,107.4,42.28,105.0,41.34,N,153.8,4,,Trier,0.194982,0.206799,0.187891,0.206799,0.196163,0.254067,0.238705,0.243431,0.223342,0.206799,0.202072,0.202072,0.589671,0.657029,0.705479,0.610942,2.563121,0.213593,0.021254
2174, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , CP ,  2x3 , 330   , X159A7CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801110,Std Sku,3801106,No,380,20,1110,1106,110.6,43.54,110.0,43.31,N,127.2,12,,Trier,14.223865,15.051050,13.716846,15.054328,14.261018,18.509492,17.393830,17.713996,16.266149,15.089295,14.711216,14.690454,42.991761,47.824838,51.373975,44.490966,186.681539,15.556795,1.545766
2176, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , CP ,  2x4 , 250   , X190A3BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501020,Fastrunner,3501018,No,350,18,1020,1018,101.8,40.08,98.0,38.58,N,151.9,12,,Trier,1.027709,1.087447,0.991203,1.087447,1.029922,1.337460,1.256703,1.279935,1.174841,1.089659,1.063109,1.060897,3.106359,3.454828,3.711479,3.213665,13.486331,1.123861,0.111752
2177, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , CP ,  2x3 , 330   , X226A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,92.0,36.22,N,133.1,10,,Trier,0.533293,0.563739,0.513651,0.563739,0.534275,0.693379,0.651148,0.663916,0.608917,0.564721,0.550971,0.549989,1.610683,1.791393,1.923980,1.665682,6.991738,0.582645,0.057911
2178, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , CP ,  2x3 , 250   , X256A2BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501512,Std Sku,3501512,Yes,350,18,1512,1512,151.2,59.53,151.2,59.53,Y,59.0,5,,Trier,24.921477,26.370177,24.033111,26.376559,24.986573,32.430468,30.475680,31.036652,28.499193,26.437188,25.775381,25.739004,75.324765,83.793600,90.011524,77.951572,327.081462,27.256788,2.708399
2181, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , DD ,  4x6 , 250   , X275A4BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501044,Fastrunner,3501043,No,350,18,1044,1043,104.3,41.06,104.2,41.02,N,157.5,4,,Trier,10.778985,11.405369,10.394692,11.408895,10.807189,14.027252,13.181104,13.424372,12.326730,11.434749,11.147999,11.132721,32.579046,36.243337,38.932207,33.715470,141.470059,11.789172,1.171566
2182, WestRock Pkg Sys France Sarl , Brasserie Champigneulles Sas-EUR , CHAMPIGNEULLES , France , DD ,  4x6 , 250   , X278A2BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501074,Fastrunner,3501074,Yes,350,18,1074,1074,107.4,42.28,105.6,41.57,N,157.1,4,,Trier,2.461198,2.603632,2.373083,2.604839,2.467234,3.202334,3.009204,3.064729,2.813660,2.610874,2.544486,2.542072,7.437913,8.274407,8.887594,7.697431,32.297345,2.691445,0.267396
2184, WestRock Pkg Sys France Sarl , CILAM PLF ST DENIS , CILAM PLF - ST. DENIS , Reunion                 , CP ,  2x4 , 125   , L109A7UA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3201010,Std Sku,3201000,No,320,16,1010,1000,100.0,39.37,100.0,39.37,Y,100.0,10,,Trier,0.128200,0.135395,0.123621,0.135395,0.128200,0.166790,0.156325,0.159596,0.146514,0.136049,0.132124,0.132124,0.387215,0.430385,0.462435,0.400297,1.680332,0.140028,0.013946
2195, WestRock Pkg Sys France Sarl , CSR Domagné , CSR Domagné , Reunion                 , CP ,,, X263A1CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801270,Fastrunner,3801258,No,380,20,1270,1258,125.8,49.53,117.2,46.14,N,101.4,14,,Trier,0.169426,0.179334,0.163481,0.179334,0.169426,0.219956,0.207076,0.210048,0.193205,0.179334,0.174380,0.174380,0.512240,0.568715,0.610329,0.528093,2.219377,0.184948,0.018276
2203, WestRock Pkg Sys France Sarl , CCE Europe , COCA COLA PRODUCTION , France , DD , 2x5 , 330   , X315A1BA_PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3500928,Fastrunner,3500928,Yes,350,18,928,928,92.8,36.54,91.7,36.10,N,106.4,4,,Svitavy,50.389634,53.318287,48.593309,53.331708,50.521727,65.572571,61.619667,62.754114,57.622968,53.454618,52.116027,52.043270,152.301230,169.426006,181.996749,157.613916,661.337901,55.111492,5.476159
2204, WestRock Pkg Sys France Sarl , CCE Europe , COCA COLA PRODUCTION , France , DD , 2x4 , 150   , X320A1BA_PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501258,Std Sku,3501258,Yes,350,18,1258,1258,125.8,49.53,125.2,49.29,N,86.9,8,,Svitavy,43.834618,46.382623,42.272028,46.393573,43.949583,57.042329,53.603538,54.590519,50.127207,46.501499,45.336205,45.272857,132.489269,147.385484,158.321263,137.110561,575.306578,47.942215,4.763730
2205, WestRock Pkg Sys France Sarl , CCE Europe , COCA COLA PRODUCTION , France , DD , 3x4 , 150   , X321A1BA_PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3500988,Std Sku,3500984,No,350,18,988,984,98.4,38.74,98.4,38.74,Y,104.6,6,,Svitavy,5.002663,5.293516,4.824470,5.294988,5.015917,6.509942,6.117475,6.230134,5.721327,5.307506,5.174229,5.166866,15.120649,16.820847,18.068936,15.648601,65.659033,5.471586,0.543599
2206, WestRock Pkg Sys France Sarl , CSR CHEZ CCLF , CSR CHEZ CCLF , France , CP ,  1x2 , 750   , X263A1CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801270,Fastrunner,3801258,No,380,20,1270,1258,125.8,49.53,117.2,46.14,N,101.4,14,,Trier,2.764313,2.924822,2.665234,2.925813,2.771249,3.596580,3.379596,3.442016,3.160631,2.931758,2.858439,2.854476,8.354370,9.293642,9.982243,8.644672,36.274926,3.022911,0.300281
2208, WestRock Pkg Sys France Sarl , CSR CHEZ CCLF , CSR CHEZ CCLF , France , BM ,  2x3 , 330   , X284A1BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501044,Fastrunner,3501043,No,350,18,1044,1043,104.3,41.06,104.2,41.02,N,157.5,4,,Trier,0.599355,0.634611,0.578201,0.634611,0.600530,0.780336,0.733328,0.746255,0.685145,0.635786,0.619333,0.619333,1.812167,2.015477,2.164728,1.874453,7.866825,0.655569,0.065215
2214, WestRock Pkg Sys France Sarl , FDL-EUR , FDL PRAHECQ , FRANCE                , CP ,  2x2 , 750   , O115A1EA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4651342,Std Sku,4651324,No,465,25,1342,1324,132.4,52.13,132.4,52.13,Y,82.5,8,,Bilbao,1.058951,1.120204,1.020538,1.120204,1.061028,1.377675,1.294620,1.318498,1.210527,1.123319,1.094250,1.093211,3.199694,3.558907,3.823644,3.310780,13.893025,1.157752,0.115157
2215, WestRock Pkg Sys France Sarl , FDL-EUR , FDL PRAHECQ , FRANCE                , CP ,  2x2 , 250   , T058A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801000,Fastrunner,3800996,No,380,20,1000,996,99.6,39.21,92.4,36.38,N,63.0,8,,Bilbao,0.119407,0.126230,0.115021,0.126230,0.119407,0.154986,0.145726,0.148162,0.136465,0.126230,0.123306,0.123306,0.360658,0.400623,0.430353,0.372843,1.564478,0.130373,0.012872
2216, WestRock Pkg Sys France Sarl , Fruite Unisource-EUR , FRUITE UNISOURCE , FRANCE                , CP ,  2x2 , 200   , O483A1BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501020,Yes,350,18,1020,1020,102.0,40.16,100.2,39.45,N,99.1,18,,Bilbao,4.236158,4.482026,4.085021,4.483472,4.247005,5.512501,5.179856,5.275311,4.844319,4.493596,4.381509,4.375001,12.803205,14.242978,15.299486,13.250106,55.595775,4.632981,0.460331
2218, WestRock Pkg Sys France Sarl , GRANDE BRASSERIE DE NOUVELLE CALEDONIE , GRANDE BRASSERIE DE NOUVELLE CALEDONIE , New Caledonia , CP ,  2x3 , 330   , X094A1DA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4300945,Std Sku,4300945,Yes,430,23,945,945,94.5,37.20,89.5,35.24,N,131.2,10,,Trier,1.064657,1.125681,1.026516,1.126771,1.066836,1.385034,1.301126,1.325100,1.217217,1.128950,1.100617,1.099528,3.216854,3.578641,3.843443,3.329095,13.968033,1.164003,0.115567
2220, WestRock Pkg Sys France Sarl , GRANDE BRASSERIE DE NOUVELLE CALEDONIE , GRANDE BRASSERIE DE NOUVELLE CALEDONIE , New Caledonia , CP ,  1x3 , 330   , X155A3CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801287,Std Sku,3801287,Yes,380,20,1287,1287,128.7,50.67,125.6,49.45,N,89.4,14,,Trier,0.623787,0.659534,0.601445,0.660427,0.625574,0.811459,0.762306,0.776605,0.713154,0.661321,0.645235,0.644341,1.884765,2.097460,2.252066,1.950897,8.185187,0.682099,0.067661
2222, WestRock Pkg Sys France Sarl , GRANDE BRASSERIE DE NOUVELLE CALEDONIE , GRANDE BRASSERIE DE NOUVELLE CALEDONIE , New Caledonia , CP ,  2x2 , 330   , X306A2DA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300838,Exception,4300742,No,430,23,838,742,74.2,29.21,74.2,29.21,Y,67.7,6,,Trier,0.718781,0.760283,0.693173,0.760724,0.720547,0.935121,0.878608,0.894944,0.821653,0.762490,0.743064,0.742181,2.172236,2.416392,2.595204,2.247735,9.431567,0.785964,0.078038
2223, WestRock Pkg Sys France Sarl , ETS GUILLET FRERES , ETS GUILLET FRERES , FRANCE                , CP ,  1x3 , 750   , S001A1CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801035,Exception,3801020,No,380,20,1035,1020,102.0,40.16,102.0,40.16,Y,113.0,8,,Trier,0.874657,0.924791,0.843323,0.925686,0.876447,1.137860,1.068925,1.088621,0.999991,0.927476,0.904200,0.903305,2.642771,2.939993,3.157538,2.734981,11.475282,0.956274,0.094943
2235, WestRock Pkg Sys France Sarl , HEINEKEN Europe , HEINEKEN GLOBAL PROCUREMENT , France , MU ,  4x6 , 250   , W080A1UA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3200845,Std Sku,3200818,No,320,16,845,818,81.8,32.20,81.8,32.20,Y,112.0,9,,Trier,0.910248,0.962982,0.877889,0.963581,0.912645,1.184701,1.113392,1.133766,1.040883,0.965379,0.941409,0.940211,2.751120,3.060928,3.288040,2.846998,11.947086,0.995591,0.098997
2242, WestRock Pkg Sys France Sarl , HEINEKEN Europe , HEINEKEN GLOBAL PROCUREMENT , France , MU ,  4x6 , 330   , W219A3UA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3200845,Std Sku,3200818,No,320,16,845,818,81.8,32.20,78.8,31.02,N,110.8,9,,Trier,0.128642,0.136349,0.124493,0.136349,0.129235,0.167768,0.157691,0.160655,0.147613,0.136942,0.133385,0.133385,0.389484,0.433353,0.465958,0.403711,1.692505,0.141042,0.014027
2243, WestRock Pkg Sys France Sarl , HEINEKEN Europe , HEINEKEN GLOBAL PROCUREMENT , France , CO ,  4x6 , 330   , W220A2UA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3200873,Std Sku,3200860,No,320,16,873,860,86.0,33.86,84.4,33.23,N,115.0,9,,Trier,0.701870,0.742624,0.677289,0.743271,0.703811,0.913402,0.858417,0.873942,0.802784,0.744565,0.725805,0.725158,2.121783,2.360484,2.535143,2.195528,9.212938,0.767745,0.076213
2249, WestRock Pkg Sys France Sarl , HEINEKEN Europe , HEINEKEN GLOBAL PROCUREMENT , France , BW ,  2x3 , 330   , X117B4CA_PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801594,Std Sku,3801594,Yes,380,20,1594,1594,159.4,62.76,159.4,62.76,Y,107.7,8,,Trier,13.588932,14.378319,13.104898,14.382319,13.624934,17.683879,16.617139,16.923827,15.539732,14.415655,14.054297,14.035629,41.072149,45.691132,49.080698,42.505580,178.349559,14.862463,1.476819
2265, WestRock Pkg Sys France Sarl , HEINEKEN Europe , HEINEKEN ENTREPRISE RUNGIS , France , BW ,  2x3 , 330   , W213B7CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801594,Std Sku,3801559,No,380,20,1594,1559,155.9,61.38,155.9,61.38,Y,107.7,8,,Trier,6.645929,7.031957,6.408575,7.033261,6.662883,8.647794,8.126135,8.276112,7.599260,7.050215,6.872851,6.863722,20.086461,22.343938,24.001508,20.786788,87.218695,7.268225,0.722108
2275, WestRock Pkg Sys France Sarl , Carlsberg Europe , KRONENBOURG SUPPLY COMPANY , France , DD ,  1x8 , 250   , X292A2CA_PEFC/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801143,Fastrunner,3801137,No,380,20,1143,1137,113.7,44.76,113.7,44.76,Y,85.9,3,,Trier,1.340462,1.418599,1.292670,1.418599,1.344256,1.744043,1.639355,1.668940,1.532391,1.421634,1.385979,1.384462,4.051732,4.506897,4.840685,4.192075,17.591389,1.465949,0.145568
2280, WestRock Pkg Sys France Sarl , Laiterie De St Malo-EUR , LAITERIE DE SAINT MALO , France , CP ,  2x2 , 125   , T082A3UA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3200978,Fastrunner,3200975,No,320,16,978,975,97.5,38.39,97.5,38.39,Y,113.4,24,,Trier,0.588671,0.622661,0.567699,0.623384,0.590118,0.765851,0.719568,0.733308,0.673284,0.624831,0.608921,0.608197,1.779032,1.979353,2.126160,1.841949,7.726493,0.643874,0.063916
2286, WestRock Pkg Sys France Sarl , Laiterie De St Malo-EUR , LAITERIE DE SAINT MALO , France , CP ,  2x2 , 125   , X296A1LB/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801000,Fastrunner,3801000,Yes,380,20,1000,1000,100.0,39.37,100.0,39.37,Y,100.0,12,,Trier,1.264500,1.337512,1.219450,1.338289,1.267607,1.645093,1.545673,1.574411,1.445476,1.341395,1.307220,1.305666,3.821462,4.250989,4.565560,3.954282,16.592293,1.382691,0.137287
2288, WestRock Pkg Sys France Sarl , LES CELLIERS ASSOCIES , LES CELLIERS ASSOCIES , France , CP ,  2x2 , 250   , X204A3MA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,100.0,39.37,Y,105.4,16,,Bilbao,0.120699,0.127851,0.116229,0.127851,0.120699,0.156462,0.147521,0.150203,0.137686,0.127851,0.124275,0.124275,0.364779,0.405012,0.435410,0.376402,1.581603,0.131800,0.013065
2290, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CD ,  2x5 , 250   , L404B2BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501281,Std Sku,3501281,Yes,350,18,1281,1281,128.1,50.43,128.1,50.43,Y,111.3,6,,Trier,6.639074,7.024628,6.402438,7.026668,6.656414,8.639262,8.118050,8.267988,7.591739,7.042987,6.866530,6.856330,20.066139,22.322343,23.977777,20.765848,87.132107,7.261009,0.721405
2292, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CD ,  2x3 , 250   , L405B4BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501018,No,350,18,1020,1018,101.8,40.08,101.8,40.08,Y,117.6,6,,Trier,16.722264,17.694339,16.126172,17.698622,16.765943,21.760783,20.449552,20.825535,19.122905,17.739731,17.295232,17.271251,50.542776,56.225348,60.397992,52.306214,219.472329,18.289361,1.817343
2294, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CP ,  2x5 , 250   , M438A3BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501512,Std Sku,3501510,No,350,18,1512,1510,151.0,59.45,151.0,59.45,Y,102.6,10,,Trier,11.252982,11.906903,10.851763,11.910228,11.282907,14.643396,13.761157,14.014967,12.868943,11.937937,11.638685,11.623168,34.011648,37.836532,40.645067,35.199789,147.693036,12.307753,1.222950
2296, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CD ,  2x3 , 250   , M452A8BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500933,Std Sku,3500933,Yes,350,18,933,933,93.3,36.73,93.2,36.69,N,110.3,6,,Trier,4.312762,4.563076,4.158892,4.564548,4.323805,5.612185,5.273525,5.370706,4.931921,4.574855,4.460741,4.454115,13.034730,14.500538,15.576152,13.489712,56.601132,4.716761,0.468655
2300, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , DD ,  4x5 , 250   , S148A2CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801401,Std Sku,3801395,No,380,20,1401,1395,139.5,54.92,139.5,54.92,Y,80.3,3,,Svitavy,5.675467,6.005224,5.472741,6.006094,5.690258,7.385155,6.939679,7.067579,6.489853,6.020015,5.869493,5.861662,17.153432,19.081507,20.497111,17.751170,74.483220,6.206935,0.616689
2301, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CP ,  2x2 , 330   , T180A3MA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4151000,Std Sku,4151000,Yes,415,22,1000,1000,100.0,39.37,99.6,39.21,N,105.6,16,,Trier,12.024717,12.723411,11.595646,12.726099,12.056068,15.647180,14.703942,14.975358,13.750851,12.755659,12.436767,12.418852,36.343774,40.429347,43.430152,37.611278,157.814552,13.151213,1.306731
2303, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CP ,  2x3 , 330   , X177A4DA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4300945,Std Sku,4300935,No,430,23,945,935,93.5,36.81,93.5,36.81,Y,104.6,10,,Trier,5.874455,6.215714,5.665574,6.217433,5.889928,7.644357,7.183615,7.315992,6.717716,6.232046,6.075600,6.067004,17.755744,19.751718,21.217323,18.374650,77.099435,6.424953,0.638347
2304, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CP ,  2x2 , 330   , X200A42A/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,4001004,Std Sku,4001000,No,400,21,1004,1000,100.0,39.37,99.8,39.29,N,71.1,8,,Trier,0.142422,0.150560,0.137190,0.150560,0.142422,0.184858,0.173813,0.176719,0.162768,0.150560,0.147072,0.147072,0.430172,0.477840,0.513300,0.444705,1.866017,0.155501,0.015353
2305, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CP ,  1x3 , 330   , X215A3CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,93.5,36.81,N,120.9,15,,Trier,0.813597,0.860878,0.784157,0.860878,0.815381,1.058033,0.994693,1.012535,0.929570,0.862662,0.841252,0.840360,2.458632,2.734292,2.936799,2.544274,10.673998,0.889500,0.088248
2306, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CP ,  1x3 , 330   , X216A3CA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3801270,Fastrunner,3801264,No,380,20,1270,1264,126.4,49.76,60.0,23.62,N,80.3,6,,Svitavy,1.539676,1.628761,1.484491,1.629550,1.543618,2.003234,1.882615,1.917303,1.760418,1.633491,1.592496,1.590131,4.652928,5.176402,5.560335,4.816119,20.205784,1.683815,0.167256
2308, WestRock Pkg Sys France Sarl , Karlsberg EUR , BRASSERIE LICORNE , France , CD ,  2x3 , 275   , X289A2BA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3501545,Fastrunner,3501545,Yes,350,18,1545,1545,154.5,60.83,154.5,60.83,Y,66.5,4,,Trier,1.076804,1.139281,1.038583,1.139281,1.079744,1.400948,1.316421,1.340676,1.231158,1.142221,1.113555,1.112085,3.254668,3.619973,3.888255,3.367861,14.130757,1.177563,0.116877
2309, WestRock Pkg Sys France Sarl , BRASSERIE LORRAINE , BRASSERIE LORRAINE , France , CP ,  2x3 , 330   , X102A2DA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4300945,Std Sku,4300945,Yes,430,23,945,945,94.5,37.20,92.5,36.42,N,68.3,5,,Trier,3.101351,3.281748,2.991298,3.282883,3.109860,4.036238,3.792872,3.862649,3.546670,3.290257,3.208001,3.203463,9.374397,10.428981,11.202191,9.701721,40.707289,3.392274,0.337050
2310, WestRock Pkg Sys France Sarl , BRASSERIE LORRAINE , BRASSERIE LORRAINE , France , CP ,  2x3 , 250   , X104A1CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800872,Fastrunner,3800865,No,380,20,872,865,86.5,34.06,86.5,34.06,Y,62.5,5,,Trier,0.655906,0.694118,0.632811,0.694538,0.658006,0.853686,0.802456,0.817153,0.750387,0.695798,0.678581,0.677742,1.982835,2.206229,2.369996,2.052121,8.611182,0.717598,0.071301
2311, WestRock Pkg Sys France Sarl , BRASSERIE LORRAINE , BRASSERIE LORRAINE , France , CP ,  2x2 , 330   , X138A1DA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4301091,Normal,4301091,Yes,430,23,1091,1091,109.1,42.95,99.6,39.21,N,68.3,5,,Trier,0.383789,0.406057,0.370035,0.406057,0.385099,0.499711,0.469585,0.478099,0.438803,0.407366,0.396888,0.396233,1.159881,1.290867,1.386487,1.200486,5.037721,0.419810,0.041794
2312, WestRock Pkg Sys France Sarl , BRASSERIE LORRAINE , BRASSERIE LORRAINE , France , CP ,  2x3 , 250   , X139A1CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3801178,Std Sku,3801178,Yes,380,20,1178,1178,117.8,46.38,56.0,22.05,N,100.6,6,,Trier,0.899295,0.950841,0.867079,0.951762,0.901136,1.169912,1.099036,1.119287,1.028161,0.953603,0.929671,0.928750,2.717216,3.022810,3.246484,2.812024,11.798533,0.983211,0.097617
2314, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  2x3 , 250   , H271A4BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3501020,Fastrunner,3501020,Yes,350,18,1020,1020,102.0,40.16,101.6,40.00,N,119.2,6,,Svitavy,0.177442,0.187879,0.171353,0.187879,0.178311,0.231370,0.217453,0.220932,0.203536,0.188749,0.183530,0.183530,0.536674,0.597561,0.641921,0.555810,2.331966,0.194330,0.019345
2315, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , DD ,  3x4 , 250   , H272A42A/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,4001180,Exception,4001180,Yes,400,21,1180,1180,118.0,46.46,117.9,46.42,N,73.9,3,,Trier,1.937835,2.050483,1.868677,2.051196,1.942826,2.521752,2.369891,2.413382,2.215891,2.055474,2.004141,2.001289,5.856996,6.515774,6.999163,6.060903,25.432836,2.119403,0.210648
2316, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , CC ,  1x3 , 330   , K528A2CA/R , 01A Carrier Kote PEFC , 01A , MCB , Carrier , PEFC ,,3800950,Fastrunner,3800950,Yes,380,20,950,950,95.0,37.40,93.0,36.61,N,116.2,30,,Trier,0.035154,0.037727,0.034297,0.037727,0.035154,0.046301,0.042871,0.043728,0.040299,0.037727,0.036869,0.036869,0.107178,0.119182,0.126898,0.111465,0.464722,0.038727,0.003779
2317, WestRock Pkg Sys France Sarl , Brasserie Meteor-EUR , BRASSERIE METEOR , France , CP ,  2x3 , 330   , O113A4BA/R , 011 Carrier Kote SFI , 011 , MCB , Carrier , SFI ,,3500933,Std Sku,3500933,Yes,350,18,933,933,93.3,36.73,91.0,35.83,N,54.1,3,,Trier,0.564039,0.596899,0.544178,0.597260,0.565844,0.734117,0.690063,0.702701,0.645286,0.598343,0.583538,0.582816,1.705116,1.897221,2.038050,1.764697,7.405084,0.617090,0.061314
